student_id,minor
0011ba57-2d46-4668-8c72-1eaf471cb369,Fashion merchandising
625d846d-af20-4015-873d-937c3d5d73dd,"Business administration, management and operations, other"
9ebfcaa4-74ef-4c06-a2b1-da085b59decd,Sports studies
f0a81072-b40f-4333-a2e2-d3f330413c51,Sustainability studies
953ff30c-63f5-4487-9c83-6a5ae032bd08,"Mathematics, general"
d9816325-23ab-4e8d-8ccf-624d050baf3e,"Economics, general"
14f783f0-0eb6-4952-aea5-6862baa02010,Philosophy
758ef00d-6e57-409c-aa5c-11660c5bc0b8,Fashion merchandising
69231256-8118-43d1-b331-715aa2a684ca,Spanish language and literature
1d0fdd94-5bd3-4370-acaa-7ec15c04d36d,Spanish language and literature
4315825b-d3e8-4ebd-8e9d-51e1490182fa,French language and literature
bb48acc7-7a26-46c7-864e-be33643ae320,Accounting
a97adbd2-0b80-47cf-99a4-536f4458bb39,Entrepreneurship/Entrepreneurial studies
9e9e85f7-5a5a-4caf-abb0-aad438e0159b,Business and social skills
1dd06894-70e0-4c65-a9ff-3f89de388d57,"Mathematics, general"
29f9390b-9006-43b4-9bb6-a7a2fe16b985,"Political science and government, general"
82dff749-ea1e-4d0e-a04c-2cf2802adbb1,"English language and literature, general"
1dd06894-70e0-4c65-a9ff-3f89de388d57,"Chemistry, general"
568368d1-fefb-43df-8671-0cf110f326b2,"Marketing/Marketing management, general"
8ca69dd8-84e8-4fc6-8331-846de9baa953,"Psychology, general"
b1462852-3a29-4e43-bcb7-db8080f4a535,International business/Trade/Commerce
637fd8fc-e305-4a5d-b2d5-6d11f9137ef2,"Sociology, general"
1983c902-dddc-422b-94dd-1b713678f60d,International economics
2c5c087a-c54a-4c2e-b731-fe3fbbcf7f66,Music
48b2a053-3fe2-4ec1-94a5-99747da0c40c,"Psychology, general"
bb48acc7-7a26-46c7-864e-be33643ae320,Accounting and business/Management
375af0c0-8d20-4883-b1f5-07c7892a6978,"Political science and government, general"
1ae11dfa-e524-4ef8-b9d9-c25f8f96b41f,Philosophy
5ac3fdf4-31eb-4f33-a1b8-d586eea94f72,"Multi-/Interdisciplinary studies, general"
96c26ada-159a-49c0-a422-8106f0c252f2,"English language and literature, general"
96c26ada-159a-49c0-a422-8106f0c252f2,Business and social skills
44905ede-b08d-4a2a-b8dc-63d9de3b7c8d,Art
54ff3ed9-5998-422b-8d56-39d65d7e7544,"Applied mathematics, general"
97af5e70-d2e3-40fe-adba-4acd53afb561,"Political science and government, general"
da6a9427-a6e1-424b-9c52-86fc8eb58d58,"Marketing, other"
89658bd6-c520-4469-b595-56e7b2772e86,"Business administration, management and operations, other"
006df623-2ef5-4736-bf7e-236372b8606d,"Physics, general"
006df623-2ef5-4736-bf7e-236372b8606d,Urban studies/Affairs
720dcd5f-ccee-424e-8643-fe5e4a54b85e,"Marketing/Marketing management, general"
c7899b56-1f7d-4e41-805a-9e8c0ec719fb,"Mathematics, general"
c7899b56-1f7d-4e41-805a-9e8c0ec719fb,"Classical and ancient studies, other"
6a9e85f1-70ee-4874-9080-326aaf370ef1,Spanish language and literature
dc1c1f9f-f6a5-4da5-9165-7146072782ef,Spanish language and literature
7cc8f038-b553-4115-add4-ac8520cf059b,Business analytics
7cc8f038-b553-4115-add4-ac8520cf059b,"Economics, general"
c30fe0ac-7ed7-41df-9ba2-e3746b86f5f0,Religion/Religious studies
aa9d49de-d2df-483d-b774-4db90ad26bbb,Italian language and literature
e6610d0f-1716-457d-9536-3088ca2a11c9,Computer science
e6610d0f-1716-457d-9536-3088ca2a11c9,Gay/Lesbian studies
03c8b926-6236-484d-8c48-169c862fd3b7,"Marketing/Marketing management, general"
ead437b7-d3e2-4b48-9695-433cabad63aa,
ead437b7-d3e2-4b48-9695-433cabad63aa,"Political science and government, general"
92d22e0a-7b77-46e5-8053-458a3bafbe46,Ancient studies/Civilization
6a015f2c-fefb-4927-942f-527e68d173db,Real estate
2920284e-014b-4d9c-b65d-8da8b51c4295,"English language and literature, general"
bdaa6bf9-1303-4fb6-acc4-7139e617f922,Accounting
7c733060-a459-4d79-8454-afb35e51b97f,"Psychology, general"
5d9b88ae-8c2a-4e9a-9545-69d32e7f7d4a,Spanish language and literature
bdb66b57-3f5a-49a9-9b7e-41664346d4dd,"Fine/Studio arts, general"
c472630b-6f56-4e6f-997b-419a453f2294,"Psychology, general"
66d96c72-9d79-4175-8eb9-fc0e4e34bcc0,Music
fb4e35ff-2b7f-4d0f-a793-1efb97983b20,Accounting and finance
cc80bd82-ccbf-4d3e-b1ea-5882426c0615,Creative writing
9ca61190-ed71-4e23-8fd9-508d7a48c7c9,Linguistics
ab01f912-5f0e-4d91-a9cc-3697f0f94580,"Psychology, general"
3ede1dad-ebe3-4dbb-962e-4a70eff340a3,Legal studies
e2739437-0569-45be-bc68-1561f2887ca7,"Fine/Studio arts, general"
0207597d-6b2e-4f78-8ef1-b0f2a38e7fd0,"Psychology, general"
4eb44c4f-cad6-497e-8fec-b31b9a7cddd7,"Finance, general"
14016cc1-e9ce-4bfd-996b-760f2f55b3a1,"Psychology, general"
0ff1d0bd-565c-44ec-9357-f45894a376f0,German studies
0ff1d0bd-565c-44ec-9357-f45894a376f0,"Political science and government, general"
bdb1b1a5-ac8b-4550-b0eb-77eacc925152,"Communication and media studies, other"
f2c92031-535e-4833-950a-bab388335d6e,Personality psychology
b1e014a9-ad70-4ae8-8135-becf5d0ef28d,"Fine/Studio arts, general"
b3206452-00b8-48d3-97aa-2e2059cadf25,"Fine/Studio arts, general"
a051f9ff-b2c3-48a4-872e-22e9aeb5e720,"Fine/Studio arts, general"
72a5aa0c-0c6f-4540-9b9e-2ea89303abb5,"Education, general"
27adcba2-0396-479b-a6d5-60fba8dcba35,"Marketing/Marketing management, general"
b1e014a9-ad70-4ae8-8135-becf5d0ef28d,Fashion merchandising
b3206452-00b8-48d3-97aa-2e2059cadf25,Fashion merchandising
a051f9ff-b2c3-48a4-872e-22e9aeb5e720,Fashion merchandising
065bf226-3859-4550-8eaa-19d176f9dcf6,"Sociology, general"
bd5f9a8e-146f-41c3-b17d-ec1daa65cbf4,Theatre/Theater
d51e64ad-595d-4286-8bda-1bd612bd486d,Spanish language and literature
d5e3e54c-3137-42a5-8b1e-d8ed6caf4a63,Accounting
bb81e285-2957-43af-8ce5-8f6d74f3af35,Accounting
3c8f09cf-0f6a-4088-ab07-1f6e0b5eb3c7,"Business administration, management and operations, other"
3c8f09cf-0f6a-4088-ab07-1f6e0b5eb3c7,"Biology/Biological sciences, general"
c411572f-6acc-46d5-84f7-7b9453987c9d,International business/Trade/Commerce
7dc4dcc5-1d87-49ed-8653-977cec895cb9,Entrepreneurship/Entrepreneurial studies
ca022537-f708-4fb6-858b-2e02d9b8dc68,"Marketing/Marketing management, general"
ddbf2f64-e1a9-4337-8785-6f2e9884ed71,French studies
f568d60b-d5fb-40f3-b614-ba96f41dfe44,French studies
471176d1-ee0a-4e81-b894-2ae851839d74,"Economics, general"
af00f38a-7a0a-40e7-894e-8b34fb2f8d21,"Economics, general"
ee748297-6bcf-4886-9ca0-a5924e9d05c4,"Psychology, general"
988e4948-ec69-4ee0-892f-459bddeaab49,
d749930b-2246-47bc-abc9-e1f91cc2a44c,Accounting and computer science
6f905e89-fe2a-4adf-85bb-62416e3b02ee,"Business administration, management and operations, other"
b491551a-f2ad-4b03-8b79-a90e26aabb17,"Marketing/Marketing management, general"
6182f258-a188-49ca-b1ea-6e15b67b5307,"History, general"
720581c4-42ce-4b50-bf0d-f6fe5573521b,"Business, management, marketing, and related support services, other"
a0718d37-60cb-4df9-9e11-f481ea0c7823,"Psychology, general"
951d3fe1-6631-4054-b253-e2f1691adea3,Food science
dba1e7bb-f525-49b2-b772-51713540bc5d,"Chemistry, general"
dba1e7bb-f525-49b2-b772-51713540bc5d,"Biology/Biological sciences, general"
6a88fcdb-cd30-4899-b885-ad0957a222c4,
db98e6e3-bbb7-404a-a884-906d03c81909,"History, general"
c3369c6f-6811-4c94-851d-3092f5a5aebf,"Applied statistics, general"
c3369c6f-6811-4c94-851d-3092f5a5aebf,Neuroscience
910203ab-399b-452b-ae7b-2455c02e4b2f,"Economics, general"
8eab9694-8a3d-4b2f-af28-e6fc8bf5d326,
910203ab-399b-452b-ae7b-2455c02e4b2f,
44fcfe28-bfb1-4dc4-8cb3-90c4f6e603be,"Marketing/Marketing management, general"
c3369c6f-6811-4c94-851d-3092f5a5aebf,"Dance, general"
4355560b-e124-4186-8024-3f328e95aa49,"Multi-/Interdisciplinary studies, general"
dbe8cbe2-8035-4a13-9a31-a1b5050924c3,"English language and literature, general"
dbe8cbe2-8035-4a13-9a31-a1b5050924c3,"History, general"
bb4d3855-285b-4e48-bdd3-bf5e6293aa56,French language and literature
7b123d57-d179-4d63-b4f6-e352f56df8f5,Spanish language and literature
f769a97e-e562-47e5-8a63-5edaefd2001c,"Sociology, general"
62a9677b-1318-47ab-b077-23bfd08a49fb,
3c0e47b4-e44f-41b7-8100-fdf61aa3b5d7,
26c7b133-01f8-43c1-822c-15cac45a082a,"Mathematics, general"
b90417ba-67b9-4708-9247-bf8bc8fae034,"Psychology, general"
246dc3e9-4dc9-4e5c-8956-c0adfeddaaf1,
87d88c40-3336-467b-8e16-9a5416387afe,"Fine/Studio arts, general"
8b563509-de12-4a5c-9e5c-d0cababe438b,"Data science, general"
d657ab9e-695a-4bae-972c-7214bc86501d,"Education, general"
0f03400c-b553-45ef-be9f-ce74a2d5cadc,
9c5b8b39-ee4a-4040-8f4e-abeb3fc5f80e,"Biology/Biological sciences, general"
0b2528a7-7d9e-4b1c-9222-cc5e8a990bf8,"Public health, general"
cb80c5f1-c355-46f5-a23d-5a5db26e048d,"Multi-/Interdisciplinary studies, general"
72b29eaa-3973-4034-8f32-db2e3ead73bb,Women's studies
688d3d37-447f-48ef-8843-bd9a85483e2d,"Education, general"
f7d2a168-cd88-45eb-93f2-32819738e380,Electrical and electronics engineering
362fc922-7b5d-449a-bf6a-9facd4e9cebf,Spanish language and literature
cf90b275-0dba-483d-9b97-f3e19ac60894,"City/Urban, community, and regional planning"
1f6efa66-4182-4990-81d5-c9b0eca28554,"Fine/Studio arts, general"
7608f589-dff2-442f-80b3-2c64d21937ea,"Multi-/Interdisciplinary studies, general"
87b59f21-582d-4ff9-954a-0b6ed4181269,"International business, trade, and tax law"
741fcb85-5478-48b3-896c-64fa95ebdcaa,"Fine/Studio arts, general"
ba4034b8-2673-47a9-84ca-6d69bc2268f8,"Biology/Biological sciences, general"
6d28ff54-2d99-445e-91ad-09a1a74eb345,"Marketing/Marketing management, general"
237d2120-0a8b-49e0-8864-44569aafcaac,
e3e4f81b-9f5c-4652-b75b-531c5ac37663,Philosophy
c6489d5a-b98c-428e-9fe7-d32ad9abc726,Spanish language and literature
2923db75-77d8-4dcd-a2ff-3d0de36c5b6e,Spanish language and literature
07a55e20-3287-4230-a741-5c1847f5f5e5,Spanish language and literature
04164cba-b329-47da-919e-f281d0a23e34,Honors/Regents high school/Secondary diploma program
bc32588e-8251-45d0-abb1-634b03c6a8e4,"Marketing/Marketing management, general"
da65aabf-4caa-46e8-a7e7-30287ae01c93,Creative writing
17f93f9e-b4ed-47d6-a0aa-77b43dc54902,Spanish language and literature
bfbcbaed-90a8-442e-8398-2e091fadf08d,"Fine/Studio arts, general"
e759727e-aa8a-4b82-b3d4-d7062a7d148e,International business/Trade/Commerce
eb9b8c77-a38c-40fe-bb6e-75b26c91593b,Archeology
eb9b8c77-a38c-40fe-bb6e-75b26c91593b,"Biology/Biological sciences, general"
eb9b8c77-a38c-40fe-bb6e-75b26c91593b,American indian/Native american studies
9d7dc5bc-59eb-4909-8d96-e749856cf4be,"Corrections and criminal justice, other"
9d7dc5bc-59eb-4909-8d96-e749856cf4be,"Intelligence, general"
97b5bbd7-5386-4773-94b4-f3db6068e931,"Entrepreneurial and small business operations, other"
982b1d1b-ab3f-41cc-a420-b0da7cc4c43e,Music
982b1d1b-ab3f-41cc-a420-b0da7cc4c43e,Theatre/Theater
c84846ca-8ef6-4da5-a7c7-bd07d9d66fb0,Film/Cinema/Media studies
53b69708-f972-4ad4-a0f6-9636cfcba1b0,Sustainability studies
58da5aee-efbf-4184-8dc5-ac9424778cfc,American government and politics (united states)
3e97d7d5-6899-4441-863a-7afbe18ff191,"Multi-/Interdisciplinary studies, general"
8891d16f-55d6-4ca1-9336-6c9f50dadfcd,Chinese language and literature
850acfbc-fe35-4351-b202-5691d254396e,"Psychology, general"
21eaec8e-596d-439c-9dfd-234af92f7196,International business/Trade/Commerce
d3a713f2-3010-43fe-84eb-bdf6f9dcc311,International business/Trade/Commerce
91c8e3fa-68c9-4e14-8e9e-354c99153341,Film/Cinema/Media studies
66a72d65-e097-4be1-a413-e7ab518bfaff,"Business administration, management and operations, other"
c5438399-c6cf-4a1d-ac0d-5a802a2444e2,"Business administration, management and operations, other"
91c8e3fa-68c9-4e14-8e9e-354c99153341,Women's studies
c3d135bc-5799-4843-8db3-c7e47105341e,International relations and affairs
8577d70a-aba6-4fb9-ab06-e03895352023,International relations and affairs
01557006-b747-4495-8391-b2d6f74adf72,Health/Health care administration/Management
a81bb6b5-d39d-4a8a-a225-eea4df4bfe3a,"History, general"
95d5fe4d-0568-4f6c-acac-ba821365d385,"Ethnic, cultural minority, gender, and group studies, other"
a85a9910-9273-4c17-b318-2870d403b4b5,Sustainability studies
f8cc230d-006d-4c19-859c-450040c50e24,"Philosophy, politics, and economics"
c3a189d7-f391-4210-928e-378bf009717a,Selling skills and sales operations
60509e9d-00a0-4eac-b966-9f03d99e6252,Health professions and related programs
884c8124-9592-4297-8c82-4fd42554c871,Criminal justice/Law enforcement administration
3a2c29b8-e1ba-47e5-bcce-3aa77faba0b2,"Marketing/Marketing management, general"
c4fc231d-9095-4f56-89d6-b80dfe36d0ce,"Psychology, general"
cf90b275-0dba-483d-9b97-f3e19ac60894,Philosophy
fe06d65c-d22c-4b87-8673-16d04631df57,French language and literature
5c8b1d64-f97d-45c1-9a11-88b5d89037d0,"Psychology, general"
af464fb8-920d-4514-a3b3-33e76d4b2327,"Fine/Studio arts, general"
29c8eba5-9a0c-4722-846e-5e5e4c27b0b3,"History, other"
2c8d9d4e-85c7-4852-81b8-bbc95d99641f,Cyber/Computer forensics and counterterrorism
4d29ab7a-bb05-4da6-b552-b23e9535235f,Spanish language and literature
9c19e1ac-7942-4efb-a4ca-5fb39f4be872,"Psychology, general"
e763704e-167d-409b-9499-8bad9aca5536,"Business, management, marketing, and related support services, other"
8ecce0db-fced-4318-88e7-96c3d774fc28,French language and literature
f28482a6-ea17-4147-875f-364c293f6630,Photography
6290a8e5-4564-4d13-9a8b-64d8468a8705,Advertising
3eabfd41-120d-4950-92e7-ef60c089d5a8,French language and literature
3eabfd41-120d-4950-92e7-ef60c089d5a8,Environmental studies
3eabfd41-120d-4950-92e7-ef60c089d5a8,Political communication
dcd4840b-68f7-40b7-840c-820a4a962136,"Biology/Biological sciences, general"
388c92e9-df66-4c07-9f77-0bd2a1a216b0,Arabic language and literature
b24dc51f-c5df-45f7-ae9e-3ed33e2c1d4b,
34f9f445-ea0b-46a6-be9e-6bad370f1c3b,
1ca01f5f-55bc-43d6-be6c-179ebda2206e,Exercise physiology and kinesiology
f0729786-b336-4414-b038-e178fe824f4a,"Biology/Biological sciences, general"
9a117e2d-5d72-4908-bfe6-9035cd1b304a,"Biology/Biological sciences, general"
bf5fef33-b1df-4d7d-8f27-f56dac86e150,
88040ca3-ebf8-47dc-ae29-e36d718e1efe,"Multi-/Interdisciplinary studies, general"
98e11736-70d3-431e-b114-38e3eaa9d099,Secondary education and teaching
00ddae93-a851-462f-b87b-a9140166067c,"Psychology, general"
71432c2c-409d-435f-a7a5-e4734d531ac6,"Computer and information sciences,  other"
a7943c65-3194-406a-9537-9a690ea8cfd8,"Marketing, other"
5deba096-94fd-4538-aedc-e657bc47f0e5,"Marketing/Marketing management, general"
b878fdb5-e815-4954-82f7-8c13e5966389,Spanish language and literature
75fb84ab-ef17-4a35-8289-5f1c75353d48,"Business administration, management and operations, other"
54940af0-3211-4fc1-8977-617c8257501c,"Business administration, management and operations, other"
caf56739-72e7-4e11-bfcf-a4132ae54d13,Spanish language and literature
58e272eb-5d55-4cde-a4a8-32d9fa3cff9e,"Finance, general"
8678bbdd-f2b7-4260-ad03-854087078286,"Data science, general"
e88582da-3846-4ebc-a09b-d210073c2e5f,"Finance, general"
9bddee78-e901-4352-863b-74e4dfcf12d3,Spanish language teacher education
602df7f6-0b3f-4837-a6be-113eab5c6400,
c88b50e5-8df9-4c54-8933-89a34e59c4bf,"Communication, general"
d90292f1-c254-4743-a2dd-495a44512d60,Journalism
468dd0ea-c362-4dfd-9b92-8d0e2ec56ecf,"Business administration and management, general"
a6020ca2-905b-4354-a79b-4aeacd0de171,Sustainability studies
a6020ca2-905b-4354-a79b-4aeacd0de171,Environmental science
ce4ee939-c85c-4841-bd34-289003fa7c3c,"Mathematics, general"
00e2474d-919d-457d-9efa-3fb5b0669559,Spanish language and literature
302be9d1-237e-4e31-b308-4fff1e2fa97b,Architectural design
f05c84e8-7f1d-41d2-bf90-16be6314e7d8,Architectural design
87dca9a9-984b-4382-9a48-e5a5a9a13cf9,Legal studies
87dca9a9-984b-4382-9a48-e5a5a9a13cf9,"Area, ethnic, cultural, gender, and group studies, other"
5553cc56-d9e6-4d6e-8398-fa7407b3e56e,Spanish language and literature
91b973be-8fbd-4440-95b7-d3055ab60fcb,"Mathematics, general"
308d7bf6-d4a5-42a5-89f2-c85b872ce221,Creative writing
bbff7ab6-dd6a-492f-992a-01bc95a2e628,"History, general"
5553cc56-d9e6-4d6e-8398-fa7407b3e56e,Philosophy
4c12155c-1e13-4d63-9768-1a8cc0bda4ea,"Marketing/Marketing management, general"
893d6625-7b99-4128-ac5c-b57b19c13e39,"Psychology, general"
d39db09c-f024-4fd0-9b1f-4ad4be58e116,Geographic information science and cartography
162c5cc9-650d-4b35-991c-3abdacdfb410,"Business administration and management, general"
5a3647db-f038-497f-82f2-220f1a8dc2dc,Advertising
b0c39cd1-4f1d-480d-9ebb-b3bec47a50fb,Spanish language and literature
b0c39cd1-4f1d-480d-9ebb-b3bec47a50fb,Museology/Museum studies
4c30e3b8-375e-4be9-89e3-8d78dd134a12,Philosophy
f5c2e36a-8e0b-4a1a-8178-16494765fac7,"Psychology, general"
28ee1ced-b2e9-420c-9a08-5df884f0044d,Spanish language and literature
c33e18b2-3e5d-4819-9358-ebb304c2ea39,Health professions and related programs
a6ce8495-5ad0-4090-8f72-dca22e99df82,"Educational leadership and administration, general"
26dbda56-e227-499c-9e6a-a2b6c823e411,Accounting
ad65f4e6-6b50-41d2-b1ec-434f6e02bdd1,Legal studies
3a3a31e7-fa8d-4517-8c62-ed8d886e3b59,Advertising
401dd87f-88f4-4dcc-8718-32975505985d,
883b59db-69b4-49e2-b405-df4a58a90836,"Hospitality administration/Management, general"
fbdede38-5262-4206-8a02-13e7a8ddc2c0,"Entrepreneurial and small business operations, other"
fbdede38-5262-4206-8a02-13e7a8ddc2c0,"Business administration and management, general"
df3f97f0-82d4-4d10-a1b0-d4095aede64b,Spanish language and literature
11ddbd9f-e0c6-4db3-b063-42ad7e6c4b87,International relations and affairs
8aa94a8b-4597-4b6e-b7b2-4cf4aca05df1,Geography
b8c61cb8-490e-4567-98dd-cddf60a862c0,"Management information systems and services, other"
947b041c-4437-41bf-a9c0-afd21c0bb8d4,"Accounting and related services, other"
5c6a3317-a88e-409c-a40f-cc8a0e0ec3e3,"Corrections and criminal justice, other"
4df25774-be77-49da-86ce-e170c4a853d1,"Economics, general"
4df25774-be77-49da-86ce-e170c4a853d1,"Public health, general"
2358abb1-694f-4731-bc2f-c58d9c0a0357,"Finance, general"
6a6ffd51-18a3-42cf-b9ae-3d24db1f1aa3,Health communication
32ee6410-7865-4d72-b76c-43f6f329bcd4,Geography
bce2508b-bccc-4047-b666-4d02e67e4371,"Psychology, general"
132111f9-8977-4977-8b97-af4954fea8db,"Business administration and management, general"
a3f95b41-cbf5-4150-9c86-d2023507cc3c,"Business administration and management, general"
d2a08114-21c8-4fce-93c7-3d24524cbc86,"Computer and information sciences and support services, other"
1d3805aa-d9c3-4684-a424-5714a08f8bfc,Spanish language and literature
50b26da7-9aeb-4edb-afe3-c3c31a500440,"Marketing/Marketing management, general"
9068b95d-2c04-43c2-ad71-e9eecfe9b399,Spanish language and literature
78aef7bf-6b7a-48cb-8794-e54ab99fb800,French language and literature
bc5f745c-7dab-431c-b47a-05f358f06a1d,Spanish language and literature
d7e572c2-2a2a-48c4-b77a-7beb9b4601f8,"Biology/Biological sciences, general"
b0a4bd49-b30a-4160-96cd-3a7de22ea7d8,Spanish language and literature
b0a4bd49-b30a-4160-96cd-3a7de22ea7d8,Manufacturing engineering
b4022e3c-4acc-4d53-8193-9ed5f4e04c54,Mathematics teacher education
8d184e1e-43bd-43af-8e43-00a1e1f0dbc1,"Sociology, other"
43e04fbd-80ff-4733-a829-230aa6a6361b,Disability studies
02d124a7-d40c-41d5-aee6-2be2e548c6e2,Human nutrition
50efa327-66f6-4a9a-adc4-9aea50d07179,Museology/Museum studies
c9007155-593e-424c-919d-1704a574ef6c,"Finance, general"
c9007155-593e-424c-919d-1704a574ef6c,Selling skills and sales operations
be16f44c-6755-48c1-876e-14ffb363b101,"Communication, general"
a0dafb0b-1024-4b39-8272-92f1bd309b66,Computer and information systems security/Auditing/Information assurance
f6335cd3-6f44-43d6-a0ae-c84111fe62c3,Computer and information systems security/Auditing/Information assurance
1385fa5b-2c31-43c3-bd17-439bab3ce185,Spanish language and literature
54dc4cd7-37cd-4aea-85cb-da437992d8f4,"Business administration and management, general"
8581a606-188b-43ac-8854-fc6ce13bd609,"Education, general"
ae9e75e6-1205-4a5b-b77d-0168fc933ea2,American sign language (asl)
6585448a-d59f-4017-bb14-d902cde296c6,Accounting
dfdcf1c0-0ec0-4945-9692-6c81a90fbff0,"Biology/Biological sciences, general"
65f40d1c-5b9b-4b63-a1e7-b93f534576ad,Spanish language and literature
65f40d1c-5b9b-4b63-a1e7-b93f534576ad,"English language and literature, general"
bf632621-f22b-444e-9577-b9e2ff33a618,Entrepreneurship/Entrepreneurial studies
6a05eec9-def7-4e67-b3f4-3b4b1cff1b4c,Early childhood education and teaching
d9680f76-438b-4dab-94a6-cee1ac3c3a14,"Computer and information sciences,  other"
73bac1f6-30cf-4d67-8b15-547bd225eb5f,Health professions and related programs
fa6d0972-d0e8-4c83-9292-ec117f696579,Agroecology and sustainable agriculture
910a5ee0-fa2b-44a6-b15a-bd596fb39a3a,French language and literature
50cd7dc2-f647-4c44-8e13-e07480ad4d9d,Spanish language and literature
917a4d43-b711-497a-937c-d5790249764f,"Communication, general"
929dfa4f-3af4-4c34-ad1d-842958e43793,Spanish language and literature
dda21a74-6205-41b4-a85f-40cd8f382fc1,Spanish language and literature
59dcd201-f46a-43ec-9a25-a2a91ef5756b,3-d modeling and design technology/Technician
c7efd353-21f3-49cb-becb-2ffa604f8323,"Art history, criticism and conservation"
27c809f0-b833-42c1-a2ab-65cfbfee0731,Spanish language and literature
54b241b6-1aee-4f2f-bd26-c8941cfcf712,"Business administration and management, general"
99cdc9ed-175d-4368-8ba3-a158536b1a08,Fashion/Apparel design
8dfe73af-ecc7-434f-b7f9-3f3cc03f6bea,Business and innovation/Entrepreneurship teacher education
45ec47f1-913f-47be-8183-7bde4ae0589b,"Business, management, marketing, and related support services, other"
a1c8588e-dc8e-4794-bbb6-c0d5f2e229b6,Fashion/Apparel design
bff5dd60-3bc6-464b-be82-bbf99e462527,Critical care nursing
73834503-a679-4d3f-8b27-b33f0b6afa9b,"Management information systems, general"
8b781b38-d172-416f-810a-a71191a9e3d6,"History, general"
1bc6b2d6-ea9e-4bcf-b2b1-a81993b5647f,
518b953e-a0be-474c-ac28-6ed8aa8a7c95,"Public health, general"
f1ac4cec-79dc-488d-9ea2-ab239515e8e0,"Business administration, management and operations, other"
d71cf528-2cd8-4828-b5e3-da295da00ae0,Spanish language and literature
ac555801-f43c-4fe4-be5d-9a8aeb649275,Community organization and advocacy
30a4d3cb-6890-402e-8204-b93ca6307971,Community organization and advocacy
269680f5-7430-4373-a941-ab4259d9c1dd,"Human development and family studies, general"
5590d4f2-dd56-49b3-a736-a6f90f5c153c,Accounting
bcff6c1e-281f-441f-92ce-98101913af14,Chinese language and literature
dc10957e-d60e-49d1-a6f8-b39d1fa5dbaf,Project management
b6885c7a-0935-4e3c-bd88-4f6a0eb60e65,Spanish language and literature
e1958cee-fbe6-45dd-9ef1-9d2a957bd48f,American sign language (asl)
2caec1c6-461b-48e4-84a2-4d01745b1ae7,"Economics, general"
b6b65e5c-b2a7-4749-992a-06c77a341ce9,"Chemistry, general"
b6b65e5c-b2a7-4749-992a-06c77a341ce9,Film/Cinema/Media studies
fabf29a5-7b4d-4aa8-869d-fca323dd5e13,Spanish language and literature
7cf0b6f2-512d-4ad7-aab0-afb81a243ab9,"Business administration and management, general"
9bcd0b52-1a9d-4a65-9711-933bbd3e46eb,Spanish language and literature
ba49cb93-8e68-49f7-b6bf-d451edfb2fd0,"Business administration, management and operations, other"
c9e3b6ff-5bc9-49b1-b225-9c9e7a507a3c,"Marketing/Marketing management, general"
7425f5dd-6894-4a84-abb5-3fc8de0eb93f,"Marketing/Marketing management, general"
2de48426-6004-43e9-a1ad-060477e3d9ad,Spanish language and literature
8b763e49-3e12-4662-b30c-84d25c837b73,International relations and affairs
c88651b0-a68d-4391-9078-d11171225682,"Psychology, general"
a5ac207b-c98d-4936-abbf-71b4730b8b4d,"Psychology, general"
4b19c01f-28fd-494e-8af6-f982e6471d76,"Psychology, general"
be511edd-98bd-41fb-b087-13bd22c9ef94,"Computer and information sciences, general"
57d94164-1364-4b82-ad37-16b1fba6520b,Spanish language and literature
0395cf43-92e9-4986-a485-15d09cae2718,"Rhetoric and composition/Writing studies, other"
d6c391aa-2e8f-42e2-9198-67b28851bfa3,"Aeronautics/Aviation/Aerospace science and technology, general"
0395cf43-92e9-4986-a485-15d09cae2718,Geography
79697a31-4d9d-467c-93bc-9e03900c51b4,Language interpretation and translation
db369ea3-74e2-45f1-a22d-bf478ec4a89b,Creative writing
184aacb7-337c-44be-a3ef-da7bf55e1bd3,"Fine/Studio arts, general"
e7394488-47e3-4987-a5c1-f86d54abd3a7,Spanish language and literature
96e1b5b7-bd9b-4ce2-b99e-fca9872ffa08,International business/Trade/Commerce
9e3f05d8-ec2d-4efd-bfeb-081411fc9cf9,"Business administration and management, general"
9e3f05d8-ec2d-4efd-bfeb-081411fc9cf9,Sports communication
9e3f05d8-ec2d-4efd-bfeb-081411fc9cf9,"Arts, entertainment, and media management, general"
d3a095d8-d0a8-446b-aa15-834c513c7198,"Computer/Information technology services administration and management, other"
d96ade1e-1a02-4002-ad67-d06d4f4a315b,
1d564504-80cb-474d-840e-9c3cae25d1ed,"Political science and government, general"
828a90a2-13a1-4cf0-94d7-713eb56778c1,Spanish language and literature
5ec3c108-a419-4362-aa3f-d52fc19c70d3,Theatre/Theater
1aee72dd-8578-4280-80a5-ffbe2ee5273b,"Marketing/Marketing management, general"
bab331b1-a76d-4e89-85f1-567c7fd7a8e5,"Marketing/Marketing management, general"
d9fd220b-6d95-47b8-ba47-c61a5082c69d,Spanish language and literature
c90c1141-bda4-4d02-b86b-3334ee643aa8,American/Us law/Legal studies/Jurisprudence
8de4c2fe-7185-49c8-9367-6123a7f5e260,Music
19c6b521-5084-4d89-a13d-4cf3c8ab1a01,"English language and literature, general"
0d597fb4-c2f7-4743-a92f-4ef30a01b84c,"Accounting and related services, other"
da65cdfd-afd6-4463-af20-bce822aff0f0,"Accounting and related services, other"
