student_id,major
f0aa616f-cd7c-4107-aed5-56ad3785599b,"Marketing/Marketing management, general"
732d2599-290e-4505-993f-cd19e1bcc2f5,
ba4aab60-e3e8-4aca-9da9-9d100c0d16bd,"Genetics, general"
9f15b585-e93f-4db2-a935-1e9ffd468204,"Psychology, general"
112404cd-76ea-43e4-ae9e-f43f5f3d8ea1,"English language and literature, general"
f70db614-eb86-499d-8dce-63dbfa65cdda,Econometrics and quantitative economics
d362d6df-41aa-4665-ab54-baddb1e99133,Education/Teaching of individuals with speech or language impairments
f70db614-eb86-499d-8dce-63dbfa65cdda,"Data analytics, general"
aab92959-b5ea-4b07-9a5c-2fb0519e9ffb,Fashion/Apparel design
2d378ec3-fa33-44b1-bb86-180bf11ab526,"Business administration and management, general"
f3dbc9be-ace2-4dd8-a905-3b20f4fd8c6e,"Economics, general"
f3dbc9be-ace2-4dd8-a905-3b20f4fd8c6e,International/Globalization studies
63e3f78d-6428-42d2-85cd-e9be7b55c095,"Psychology, general"
cd1a0e4e-6831-4d52-9385-935b6f6d058c,Fashion/Apparel design
0d597fb4-c2f7-4743-a92f-4ef30a01b84c,"Finance, general"
da65cdfd-afd6-4463-af20-bce822aff0f0,"Finance, general"
eb9b8c77-a38c-40fe-bb6e-75b26c91593b,Forensic anthropology
eb9b8c77-a38c-40fe-bb6e-75b26c91593b,"English language and literature, general"
cfb24c3b-d42d-41b9-8167-584073563cb4,Clinical/Medical social work
8687d25b-2de4-48b2-be22-d44d4983cb63,"Business administration, management and operations, other"
f8971925-4c0a-4ff0-a7c9-99e7fa3e6f33,American government and politics (united states)
1a776ef1-b195-4f76-9eaa-0061b8c62361,Exercise science and kinesiology
1983c902-dddc-422b-94dd-1b713678f60d,"Business administration, management and operations, other"
6d28ff54-2d99-445e-91ad-09a1a74eb345,"Business administration and management, general"
2c5c087a-c54a-4c2e-b731-fe3fbbcf7f66,Theatre/Theater
2c5c087a-c54a-4c2e-b731-fe3fbbcf7f66,"Visual and performing arts, general"
ca022537-f708-4fb6-858b-2e02d9b8dc68,"Public relations, advertising, and applied communication"
5ac3fdf4-31eb-4f33-a1b8-d586eea94f72,"Applied mathematics, general"
5ac3fdf4-31eb-4f33-a1b8-d586eea94f72,"History, general"
6ef05c5c-27b2-4462-85f2-10d8d84b84ef,Spanish language and literature
c43b8c80-0355-4015-a98b-710a64abed52,Physical therapy/Therapist
ee3ea837-204f-4fce-baaa-a6c823adb719,Advertising
fb2b3eb6-8575-493d-956a-0fc998e4056e,"Finance, general"
f4e34d43-a043-40df-88fa-9b7b8051ff72,"Sociology, general"
2173a2e9-2280-482f-b93a-0657c328bde7,Health professions and related programs
d33729b3-98d5-4a88-81f8-7ac30830bebb,"Finance, general"
b6e3e215-056b-4ad6-81c9-0d8ce3c433a9,"Economics, general"
ca31333f-8736-4de0-955e-92e2e9049376,"Fine arts and art studies, other"
1d564504-80cb-474d-840e-9c3cae25d1ed,
8967fbcb-1a3a-4665-a3a2-644b953731ef,Clinical nutrition/Nutritionist
49596019-d51a-46b1-99e0-3e8770817a3e,"Communication, general"
84844f39-6a06-43fa-91b3-103558f71c77,Neuroscience
0847dfbf-1491-4d09-8ce7-8dfb9ad3f52e,Chemical engineering
2385ba0c-cf1f-4fa4-882c-70999b0f9728,"Human development and family studies, general"
715a3f3e-ceda-46bf-8929-10612cc89eb7,
1dd06894-70e0-4c65-a9ff-3f89de388d57,Chemical engineering
96dfb394-de43-4d6a-bbbc-a4969df38350,"Computer and information sciences,  other"
8aeaea20-c102-4a31-b7cf-7685cf85c526,Computer science
3ffa312c-ae11-45aa-93f7-636c360ceea7,"Marketing/Marketing management, general"
565e881e-e74a-4f60-af9a-1d94e5bcabf7,"Psychology, general"
d746b714-4019-4b86-9f6c-03bc88d25aa8,"Business administration, management and operations, other"
2b7f9916-53bc-43e9-9722-ad8be26a94fb,Spanish language and literature
715a3f3e-ceda-46bf-8929-10612cc89eb7,Spanish language and literature
35003227-d703-41d6-bb13-f538b1b328c7,"Business, management, marketing, and related support services, other"
733f4c26-0847-4ad6-a990-0977b0a3195f,"Business administration, management and operations, other"
247cc5e5-20c4-44e1-a3e8-21902219dd6d,International economics
605c4d53-95b7-462c-b920-410b13fe8a64,International economics
cbb4699a-454e-42d9-8fbf-6b256ccbc01c,"Arts, entertainment, and media management, general"
602df7f6-0b3f-4837-a6be-113eab5c6400,"Economics, general"
1c780920-6979-498d-a965-2204bee43f8e,"Psychology, general"
1c780920-6979-498d-a965-2204bee43f8e,
a0b7dc34-4f1b-4c48-97b0-7867189379a3,"Civil engineering, general"
568368d1-fefb-43df-8671-0cf110f326b2,
8d8e264f-13e6-4f5e-8395-6e950e9c0ff0,"Accounting and related services, other"
a6a25a1f-727e-44d3-b755-613df00bc563,"Business administration and management, general"
04b5bc19-03b9-4039-9706-d41cf1a5fba3,"Communication, journalism, and related programs, other"
ce05eabe-bd51-4c27-b5ac-443932e59c25,"Psychology, general"
ce05eabe-bd51-4c27-b5ac-443932e59c25,"Political science and government, general"
84267fb9-9401-4827-9330-55e4d0e95a38,"Biology/Biological sciences, general"
9a233ce4-f87e-48af-86cd-b6c850f12bc6,Spanish language and literature
9a233ce4-f87e-48af-86cd-b6c850f12bc6,Spanish language teacher education
9fcea3f7-bb3e-4c6d-a73e-bbff0570c2ff,Accounting and finance
a6020ca2-905b-4354-a79b-4aeacd0de171,Applied engineering technologies/Technicians
b4b5fbb6-090e-46e5-8a6c-59b902d78ca7,"Economics, general"
b878fdb5-e815-4954-82f7-8c13e5966389,International business/Trade/Commerce
893d6625-7b99-4128-ac5c-b57b19c13e39,Music
42af4e5b-47eb-434e-94f1-e0d035f54dea,"Finance, general"
98ae13dc-863f-4b31-8551-31359f62559c,Textual studies
c33e18b2-3e5d-4819-9358-ebb304c2ea39,"Anthropology, general"
e80ab6c8-93a7-4dca-90d4-dbb45c64baef,Accounting and finance
40b9a486-12f0-4549-a08c-d6925cc36453,Accounting and finance
27adcba2-0396-479b-a6d5-60fba8dcba35,Fashion merchandising
3cc0debd-e266-44dc-8977-021ef160eb47,"Design and visual communications, general"
e14863f6-ff8a-4bb5-b456-6bbc7bbd83e9,Fashion/Apparel design
9b8cd82e-5911-449c-afaf-5e3b56e960ba,"Political science and government, general"
82dff749-ea1e-4d0e-a04c-2cf2802adbb1,"Communication and media studies, other"
7b39a986-da62-44a7-854b-3a1163ab9d20,"Art history, criticism and conservation"
58e272eb-5d55-4cde-a4a8-32d9fa3cff9e,"Business administration, management and operations, other"
6fbefce9-9f00-4b5d-9246-4e4124013c15,"Cognitive science, general"
fb299cc9-e277-4c09-b6c7-39cd4c5994a1,"Cognitive science, general"
cca2e175-486a-4af7-9c76-e55e88b280ae,Spanish language and literature
cca2e175-486a-4af7-9c76-e55e88b280ae,"Communication, general"
bfcbfbee-1938-4c92-9505-3fc37b583ede,"Biology/Biological sciences, general"
2f76aa0b-87d5-445a-a7b0-4fc728f2513d,Photography
554c6727-be19-40c2-a5f6-715e45da133a,Political economy
01b81f24-6d74-43a8-8cdf-ffba922bcda4,"Public relations, advertising, and applied communication"
354a8151-19f7-40bc-8534-61a2f71dd61b,"Business administration, management and operations, other"
99c4193e-7cc7-428e-a22f-474b5a4f94c4,Neuroscience
6fb80657-ac93-48fc-8a19-17986318fe8c,Sports communication
fc0afd5e-e7f6-4ae7-b0d8-488c063c7a34,"Political science and government, general"
5c27e04b-2a4e-4335-8108-7a47c1348495,
718b0c48-0693-4390-84d2-726e3b8ad70d,"Psychology, general"
401dd87f-88f4-4dcc-8718-32975505985d,"Psychology, general"
b7dc62a5-e085-41de-8bdf-4ecfd0349cc6,"Business/Commerce, general"
e5bc91e2-d1cf-43c1-8485-53b255b9906a,"Business/Commerce, general"
38ea02e5-8de0-4754-86ae-ac29f8823fd6,Fashion merchandising
38ea02e5-8de0-4754-86ae-ac29f8823fd6,"Dance, general"
b7dc62a5-e085-41de-8bdf-4ecfd0349cc6,"Finance, general"
e5bc91e2-d1cf-43c1-8485-53b255b9906a,"Finance, general"
00cfcfaa-7756-4aa9-a094-ee118ccac3b1,"Hospitality administration/Management, other"
f9dd480b-e4de-44c8-b44e-334c09eb8a01,"Psychology, general"
f2c92031-535e-4833-950a-bab388335d6e,"Sociology, general"
6d0314ad-3035-4d2f-85b1-c90434b958ff,"Accounting and related services, other"
d51e64ad-595d-4286-8bda-1bd612bd486d,"Political science and government, general"
eca3b9c9-10ab-40fd-bb50-ee0ef019efce,
dbe8cbe2-8035-4a13-9a31-a1b5050924c3,"Education, general"
d5e3e54c-3137-42a5-8b1e-d8ed6caf4a63,"Business administration and management, general"
bb81e285-2957-43af-8ce5-8f6d74f3af35,"Business administration and management, general"
741fcb85-5478-48b3-896c-64fa95ebdcaa,French studies
741fcb85-5478-48b3-896c-64fa95ebdcaa,"Political science and government, general"
3c8f09cf-0f6a-4088-ab07-1f6e0b5eb3c7,"Biology/Biological sciences, general"
0120d654-0b92-4531-b339-6f853f0b51c6,"Marketing/Marketing management, general"
62a9677b-1318-47ab-b077-23bfd08a49fb,"English language and literature, general"
3c0e47b4-e44f-41b7-8100-fdf61aa3b5d7,"English language and literature, general"
468dd0ea-c362-4dfd-9b92-8d0e2ec56ecf,"Economics, general"
ff1c88fa-5222-4e76-a265-59b02559991d,"Psychology, general"
931c8df7-5d9a-496a-b1f9-af35347fcbda,International/Globalization studies
934078a2-06a9-4098-b2d1-8fbd480bc885,"Business administration, management and operations, other"
0665b1fc-c73a-49cd-8789-064fd30ae563,Secondary education and teaching
6a838c82-675a-4662-b193-ad93b7506eb0,"Sociology, general"
fa8d4ccf-cdc9-46ca-8188-c4b1dd8740f3,Business/Managerial economics
ae785ade-06b1-460c-b5f5-617bdb30f089,"Marketing/Marketing management, general"
7cc8f038-b553-4115-add4-ac8520cf059b,"Management information systems, general"
f54faa50-ece1-436f-b35a-7dfb0ee2622d,Exercise physiology and kinesiology
591ab60b-4915-42ba-b8e5-4b8e45dae3b2,"Marketing/Marketing management, general"
1134c1e4-ac6e-471c-931f-b9d81f598460,"Fine/Studio arts, general"
2f20787c-24f0-4ec3-bd92-bd327e6995f9,"Marketing/Marketing management, general"
d3609116-55b0-4d17-9117-543e2ef7f495,Computer science
c99f71f6-ada2-4604-83f1-e6ff9cd55d7a,"Fine arts and art studies, other"
7fe6b89c-cf69-406c-ac4c-306abc8cc1d0,"Clinical, counseling and applied psychology, other"
f6afd3b4-7799-45cb-9e4f-54cb95ed8bf0,"Psychology, general"
e81562b6-b70a-4bf3-a6ef-3deeaae24a64,Sport and fitness administration/Management
959953a7-14ce-4eb1-89ce-9d76dbb9ddf2,"Biology/Biological sciences, general"
331d88c3-c14f-45ea-8856-1d5e1d58244e,"Biology/Biological sciences, general"
cacacd37-881c-4bf6-bab2-68e2d1cad752,"Communication and media studies, other"
0b785839-712e-4a64-8673-c9b7563ff292,"Political science and government, general"
2fb91298-ede3-413a-bf1c-d31dcdf932f9,"Communication and media studies, other"
e998152d-de36-405e-a93d-236d4c9d8c56,History and political science
9b420b03-0a5c-4f54-9e4d-ad152af827a5,Linguistics
dc7f660b-9cb6-4898-8657-87353d92c1ed,"Psychology, general"
ff44cc24-9ee9-46ba-ab4e-58a01c29b9f1,"Psychology, general"
55d78cce-b5e5-4e66-bb5d-99780cbec922,"Psychology, general"
c30188e5-9ad8-4abe-8fee-1d6eef36c1a3,
2572672b-52ee-40b4-9e43-d9666cde85b1,"Business administration and management, general"
2572672b-52ee-40b4-9e43-d9666cde85b1,"Computer and information sciences, general"
2146fe8f-8991-4291-a3d1-f45a3de5e2a3,"Hospitality administration/Management, other"
7d56a6f7-0c56-4aa4-9dc7-69bdadba5c58,Exercise science and kinesiology
2ef76699-4768-4b36-ab22-539e12006343,Health professions and related programs
5814fab0-39e7-4722-be9c-fb576e699ac4,Health professions and related programs
5d01d9fe-1154-4295-ac5c-d16ea183d272,"Human development and family studies, general"
4cb7feae-b9fd-4bd3-a129-160890f6ea74,"Marketing/Marketing management, general"
475b92b4-fe04-4009-aa65-159842fe5749,Health professions and related programs
5d01d9fe-1154-4295-ac5c-d16ea183d272,Theatre/Theater
00e2474d-919d-457d-9efa-3fb5b0669559,"Economics, general"
dc7f660b-9cb6-4898-8657-87353d92c1ed,Criminology
162c5cc9-650d-4b35-991c-3abdacdfb410,"Communication, general"
e5002147-84f4-4b6d-9fa9-5d149629f2bb,"Communication, general"
547f4d39-9ad6-4e0b-a16b-eb027263f5bc,"Business administration, management and operations, other"
bfbaecbd-5e71-4b2d-b2ca-2384be8e10fa,"Finance, general"
ec419963-2c01-46eb-b8e2-04280f9a6621,"Marketing/Marketing management, general"
6b67a849-5f15-4b03-a840-1ec69a8d7d88,"Public health, general"
4c30e3b8-375e-4be9-89e3-8d78dd134a12,Social work
ec419963-2c01-46eb-b8e2-04280f9a6621,Sport and fitness administration/Management
442a6f3a-7c02-4b1b-bb86-e30f1bb825e4,"Finance, general"
2cea1423-f555-452b-98d1-13d435a6335b,"Computer and information sciences,  other"
5f74e68f-f6a2-4ea2-b15e-8f61829708bc,"Fine/Studio arts, general"
7e4e40b9-7ece-45eb-8105-5cc8b24d868f,Environmental science
fb4ac1f5-7acb-493f-9428-6d0d9b6d1439,"Business administration and management, general"
93700b0a-d0e3-4116-aec6-fb885d972c9b,"Psychology, general"
6ad6a5ae-126a-43c9-ba53-ee28fc0d822e,Mechanical engineering
578b731b-1f17-4e54-b832-ea00b6b4b88d,Environmental/Environmental engineering technology/Technician
eca5650b-ace1-46e7-b9e8-8c336d08c623,"Psychology, general"
ce4ee939-c85c-4841-bd34-289003fa7c3c,Architectural engineering
39508844-afe0-4616-bf51-f7d4d4e56234,"English language and literature, general"
fbb163e9-c06a-4524-a578-e8ccb20e5960,
4c12155c-1e13-4d63-9768-1a8cc0bda4ea,Graphic design
e11e6453-6a3c-4dd1-a9b2-2b06deb03938,Fashion/Apparel design
e265a074-1421-485d-bc25-f99cf4846494,Fashion/Apparel design
a645da14-97e9-4e22-af2a-493d9a9a2717,Art therapy/Therapist
2e4030d3-15c2-4291-8e65-b471913d4991,Illustration
850acfbc-fe35-4351-b202-5691d254396e,"Political science and government, general"
4cd01c2c-95cb-40e4-9caa-849b579ad4ee,"Psychology, general"
4cd01c2c-95cb-40e4-9caa-849b579ad4ee,French language and literature
0cebe1d9-12a6-4490-8b5c-47bd6940f1f8,"History, general"
cc971b89-dcb4-4406-a06c-bf8c4a3c54c0,"Business administration and management, general"
efe69ce9-9194-45bd-803a-abcce1a5be26,Accounting and business/Management
84057e8e-7ffa-4c3b-b273-52d3b98e5571,Accounting and business/Management
ad196dc8-e043-4dde-b1ed-62862ca9ef85,Creative writing
def98ece-87d0-4a5e-8b98-4eb5d6944550,"Communication, general"
1d3fec8c-7587-4f61-a130-77ada445a7a0,"Business administration and management, general"
0a26d45f-9f4f-4071-82ce-b63a6a432fba,Liberal arts and sciences/Liberal studies
1e8fff3f-ac86-4cd1-9a89-974147f8de68,"Business administration, management and operations, other"
26e1d9d1-6ae9-49e5-861d-955e171dc981,Fashion/Apparel design
09040c35-9f54-4f7e-b0c2-d92bfcdc348c,Interior design
fc825431-8496-41be-b50f-df05e23cf171,"Finance, general"
943904c4-c502-4c20-9242-bd262655298f,"Psychology, general"
943904c4-c502-4c20-9242-bd262655298f,Philosophy
b61faa55-8f39-4f54-8e2f-e891841ad2b6,Computer science
976f4d9c-6152-46cc-b271-7606eda3912e,"Psychology, general"
2d17cbe2-ca92-429e-b9b7-aa133e88e361,"Business administration and management, general"
59f7c89a-5a73-4f66-996c-b27d970eaa66,"Business administration and management, general"
644b7cef-1c72-4c76-9066-8bcbf4c105fa,"Psychology, general"
644b7cef-1c72-4c76-9066-8bcbf4c105fa,Spanish language and literature
d4bde610-ddf8-44df-8d76-efe7278f8640,Spanish language and literature
12839a1d-4c80-4b8a-abb2-51d7da9d037c,"Marketing/Marketing management, general"
3200306c-83d7-4e77-b65d-da7c3b8042d7,"Psychology, general"
12839a1d-4c80-4b8a-abb2-51d7da9d037c,"Business administration and management, general"
cac03a2a-0697-46e7-9445-1ff2610c591e,"Business administration, management and operations, other"
628a1202-b5f8-492a-91a3-e605f5e7a8cc,"Business administration, management and operations, other"
e6c9f22b-d636-41bc-a0c4-56aae11ba0ae,Spanish language and literature
e6c9f22b-d636-41bc-a0c4-56aae11ba0ae,"Music, general"
991453b7-c728-497d-bf31-adb17c55d622,"Business administration and management, general"
5ebc2561-ac0a-4cf1-ba15-6c7945f67ec4,"Business administration and management, general"
b5f13917-f766-4752-9017-f47e74b85c82,
a7943c65-3194-406a-9537-9a690ea8cfd8,"Finance, general"
628a1202-b5f8-492a-91a3-e605f5e7a8cc,"Marketing/Marketing management, general"
9bddee78-e901-4352-863b-74e4dfcf12d3,Registered nursing/Registered nurse
d13d2b22-d37a-4830-89e5-dc3580488461,"International relations and national security studies, other"
d13d2b22-d37a-4830-89e5-dc3580488461,Spanish language and literature
4825f886-e409-4afb-b3b4-b278cd725d0d,"Finance, general"
00a4cc3d-74a5-4302-a2c5-97742f1b14db,"Building/Construction finishing, management, and inspection, other"
a599ce2b-810d-4cb6-aa58-6cb25c8a01a6,"Chemistry, general"
97af5e70-d2e3-40fe-adba-4acd53afb561,"Public health, general"
a453ca5b-5b40-4397-a685-9d32a2b07698,"English language and literature, general"
87dca9a9-984b-4382-9a48-e5a5a9a13cf9,"Political science and government, general"
87dca9a9-984b-4382-9a48-e5a5a9a13cf9,"Communication, general"
91b973be-8fbd-4440-95b7-d3055ab60fcb,Computer science
1d9f3b7e-706c-4006-b702-75bcccff15b9,Applied/Public sociology
47acd44c-9d3c-48f5-aebb-c351f711ddea,"Finance, general"
89658bd6-c520-4469-b595-56e7b2772e86,"Public relations, advertising, and applied communication"
47f72766-c215-48bb-aef5-5544f3f317c5,Registered nursing/Registered nurse
9d7dc5bc-59eb-4909-8d96-e749856cf4be,"Political science and government, general"
ac5e2aa4-d37f-4add-821b-2dfe922c77d6,"Fine arts and art studies, other"
982b1d1b-ab3f-41cc-a420-b0da7cc4c43e,International relations and affairs
5686f1e2-af2e-495d-b114-623596195dd1,"Business administration, management and operations, other"
5686f1e2-af2e-495d-b114-623596195dd1,Business/Managerial economics
eed5e8ab-0280-4c0c-bbba-f975b357e624,"Marketing/Marketing management, general"
4719ba22-15d9-40c0-acce-4e3b9dce4466,Art
0fee7c34-3088-453e-8d0f-14988c84fc52,"Business, management, marketing, and related support services, other"
2eee3041-6e00-4e02-b3af-794712f7ea36,International relations and affairs
c84846ca-8ef6-4da5-a7c7-bd07d9d66fb0,"Psychology, general"
a6ce8495-5ad0-4090-8f72-dca22e99df82,"Business, management, marketing, and related support services, other"
e2a42b32-f898-4cba-b29f-ab0fa40f8502,Environmental science
61c924ad-38e0-4f9c-a669-e472b77a5df3,Exercise physiology and kinesiology
bd0a8425-aed7-4faa-b410-316ad8562e6f,Theatre/Theater
ae32eb5f-004a-4dc1-ae86-ed00ff117a8c,"Fine/Studio arts, general"
44356aee-2a3e-4f8f-a799-6d8305f66894,Neuroscience
4ca62c3f-ee87-4a68-944a-7fc8ce5c30fd,Entrepreneurship/Entrepreneurial studies
9c59c83f-3592-495f-96bd-3a271d95751e,Human biology
11c31add-4bae-4f8d-a0fb-ffdea567b119,
ce6b10da-8edc-4273-a255-4d94263f3620,Interior architecture
ebc58664-f6b9-4728-843d-1c4aae3515ac,"Marketing/Marketing management, general"
013d7be3-72b1-418d-9033-68d6f718af44,"Biomedical sciences, general"
aaebf2e6-d363-4607-825d-d0aadc7a1e97,"Marketing/Marketing management, general"
554781c5-ff48-4be0-ac16-bf6c4a442a8f,"Anthropology, general"
89cdab64-f25c-49ec-8a55-5e2d557e05a2,"Marketing/Marketing management, general"
e88582da-3846-4ebc-a09b-d210073c2e5f,"Business administration, management and operations, other"
89bc2747-fd73-49c4-8631-a8aa8148903d,French language and literature
89bc2747-fd73-49c4-8631-a8aa8148903d,"Political science and government, other"
1dabe861-c30b-49fd-be57-4265cb4ebcc4,Art
4da187cf-3d96-4f02-bb20-15c216b36c6c,"Business administration and management, general"
4da187cf-3d96-4f02-bb20-15c216b36c6c,"Apparel and textiles, general"
98e11736-70d3-431e-b114-38e3eaa9d099,Latin american studies
ab7007d8-88fb-44f3-a335-2932116af2f2,International business/Trade/Commerce
ab7007d8-88fb-44f3-a335-2932116af2f2,"Finance, general"
de25f47a-48fc-402d-b7cd-5f1c895cacec,"Statistics, general"
f33d4be7-2a22-4df3-9ce0-071097a1c7ce,Film/Cinema/Media studies
98e11736-70d3-431e-b114-38e3eaa9d099,Spanish and iberian studies
71432c2c-409d-435f-a7a5-e4734d531ac6,"Business administration, management and operations, other"
91962c3f-066b-4ed2-90e1-48e81f5c0ad1,"Psychology, general"
91962c3f-066b-4ed2-90e1-48e81f5c0ad1,Criminology
1764b94a-f89b-4688-90b1-60edfba29901,"Communication, journalism, and related programs, other"
1764b94a-f89b-4688-90b1-60edfba29901,American government and politics (united states)
752e93ae-82e2-4fd8-904d-f01bb026298f,"Psychology, general"
75fb84ab-ef17-4a35-8289-5f1c75353d48,"Finance, general"
f33d4be7-2a22-4df3-9ce0-071097a1c7ce,Cinematography and film/Video production
229ac15d-29b5-4986-ac14-a506204eebed,"Business administration, management and operations, other"
bfe97b9b-19cf-49fa-92b9-1abf5baf4c05,Broadcast journalism
cc87f85b-9c65-41ff-bcb6-47882cafd78c,"Marketing/Marketing management, general"
2c431ab5-e638-4a11-b51f-e208657d2ae5,"Marketing/Marketing management, general"
a7f62708-0dba-4c35-ac03-a7295a7108a4,"Marketing/Marketing management, general"
a7f62708-0dba-4c35-ac03-a7295a7108a4,"Business administration, management and operations, other"
96b3465c-6188-4257-bc2e-2ef87c8f47f8,"Marketing/Marketing management, general"
7608f589-dff2-442f-80b3-2c64d21937ea,Advertising
7dc4dcc5-1d87-49ed-8653-977cec895cb9,"Business administration, management and operations, other"
6a806ff4-8afb-4fcc-a069-d8ff9ef830ac,Accounting
9f8c41a9-5ad0-4387-bd40-6261c57eb3cd,"Data science, general"
a6208221-0f6f-41c5-9340-fc2448ff72a8,"Marketing/Marketing management, general"
38b44136-8236-49bb-b106-0f1b4cad7044,"Marketing/Marketing management, general"
72f698d1-cb87-4d08-930b-aa25cb0dca2e,"Biology/Biological sciences, general"
a900d75b-88bf-4c6d-b46f-44b99f6baf07,Mechanical engineering
b0c39cd1-4f1d-480d-9ebb-b3bec47a50fb,"Fine/Studio arts, general"
e55ce00d-c896-48ac-a444-551018ccfadd,"Accounting and related services, other"
84d77480-1bc4-432b-8b88-9dd50fd0ca23,"Biology/Biological sciences, general"
565e1984-c677-40ca-8a6e-8bc1023fe85c,"Biology/Biological sciences, general"
bf5fef33-b1df-4d7d-8f27-f56dac86e150,Exercise science and kinesiology
2f9610b6-8eac-45da-81f2-521192c49a9c,Biochemistry
f0327872-8a9d-4ebf-b35a-581b60a4dc0c,"Finance, general"
2f9610b6-8eac-45da-81f2-521192c49a9c,"Economics, general"
b1e014a9-ad70-4ae8-8135-becf5d0ef28d,
b3206452-00b8-48d3-97aa-2e2059cadf25,
a051f9ff-b2c3-48a4-872e-22e9aeb5e720,
58da5aee-efbf-4184-8dc5-ac9424778cfc,Broadcast journalism
05e0f8b0-1655-4a2e-919d-4de46c6704da,Music teacher education
8151710e-eac9-4398-a492-de75b66abe1d,Health professions and related programs
d82bf877-02df-45ed-913f-fc66c1e9009c,"Computer and information sciences,  other"
1f3d0b36-e8fd-4263-a1e1-96739c1bf43d,"Political science and government, general"
b3158c55-9553-4062-85c7-7be662600203,"Political science and government, general"
91c8e3fa-68c9-4e14-8e9e-354c99153341,"Mathematics, general"
3c187882-2fe7-4296-a46a-db4c3565549e,"Business administration, management and operations, other"
80b48e81-f29a-4088-8bda-6002cbbc4613,"Business administration, management and operations, other"
05f46814-c0b5-4f8e-ad8d-bae2d6930ef8,Marine biology and biological oceanography
c3d135bc-5799-4843-8db3-c7e47105341e,"Political science and government, general"
8577d70a-aba6-4fb9-ab06-e03895352023,"Political science and government, general"
c9752e39-7132-424c-9aea-9ef2c68d8d76,International relations and affairs
339beb7b-80c3-48ba-9827-6a0c20d4d5ef,Cinematography and film/Video production
324963c0-09ef-4065-a55d-959bf8232339,Advertising
aa62e139-56b9-41b8-a59f-8e8c32397f77,"Business administration, management and operations, other"
a135e65b-8d94-4b39-9bdc-4f72e7bafae6,"Public relations, advertising, and applied communication"
e373a3e9-b607-401b-9135-d9b45c4aa00c,Chemical engineering
880c235d-6e07-48f5-9683-9920435a7390,"Business administration, management and operations, other"
62a9677b-1318-47ab-b077-23bfd08a49fb,"Ethnic, cultural minority, gender, and group studies, other"
3c0e47b4-e44f-41b7-8100-fdf61aa3b5d7,"Ethnic, cultural minority, gender, and group studies, other"
e98a6877-065a-40a4-af1e-1e4bc9a11ca4,"Biology/Biological sciences, general"
808818ad-2298-49e5-97d9-4239545f53fa,"Communication and media studies, other"
e2c952fc-29a0-45da-a6b8-f658eaf4c61a,"Business administration, management and operations, other"
d5d47090-29d3-4657-b376-10b144b6fa99,
42360b36-fee0-400f-88d5-38d767f7b8c1,"Psychology, general"
65b40068-7c00-4e30-8894-6419a9a32bf9,"Marketing, other"
002a55f1-2cdf-481c-ac86-c8d8a451bf22,Criminology
002a55f1-2cdf-481c-ac86-c8d8a451bf22,"Psychology, general"
c6c355b7-63c5-4586-9f2a-abb20de1a879,"Marketing/Marketing management, general"
9e9e85f7-5a5a-4caf-abb0-aad438e0159b,"Public relations, advertising, and applied communication, other"
8338eb80-6643-4878-aea1-2f993521626e,"Public relations, advertising, and applied communication"
88040ca3-ebf8-47dc-ae29-e36d718e1efe,"Business administration and management, general"
637fd8fc-e305-4a5d-b2d5-6d11f9137ef2,"Marketing/Marketing management, general"
fc825431-8496-41be-b50f-df05e23cf171,Applied economics
22b4096f-6d53-49d4-9895-b67fbcd4b7c2,"Biology/Biological sciences, general"
22b4096f-6d53-49d4-9895-b67fbcd4b7c2,Spanish language and literature
8b0d65b7-5f33-493f-8282-a9762df3b8de,
84e6cb33-ef3d-4208-9a2d-d4d769e663ea,International business/Trade/Commerce
c0446e57-d03c-4783-b8cf-34b255f440a0,Accounting and finance
aa9d49de-d2df-483d-b774-4db90ad26bbb,International business/Trade/Commerce
d9fd220b-6d95-47b8-ba47-c61a5082c69d,"Biology/Biological sciences, general"
4be0a85f-6b33-49df-b899-81f2c1ac512e,"Web page, digital/Multimedia and information resources design"
5303206f-d018-4bb5-a512-e03164ed8abe,"English language and literature, general"
00ddae93-a851-462f-b87b-a9140166067c,Pre-physical therapy studies
dab24f65-27e3-46e6-ab6f-53e13a5c0ca8,"Biology/Biological sciences, general"
dab24f65-27e3-46e6-ab6f-53e13a5c0ca8,"Chemistry, general"
ad8c5c74-f6cd-4d14-a770-1d975db21d12,"Business administration, management and operations, other"
c6dd6b90-5cd8-4dac-923c-56b7da8951ea,"Business administration, management and operations, other"
c1725f96-1bf6-4d8f-9aaa-2ab220187ee9,"Economics, other"
3fdf12b6-8cdf-4bd8-a48b-7447f04a29e9,Mechanical engineering
e9bb4860-9964-4d62-950c-a033ab36a295,Biochemistry
d3c205c6-3c71-40c8-a814-87099e755bf1,"Economics, general"
00601f88-204e-49d0-b23e-d31cad8944bc,"History, general"
9b420b03-0a5c-4f54-9e4d-ad152af827a5,Audiology/Audiologist and speech-language pathology/Pathologist
63a9b2d0-b1ec-4291-a8e0-3b1629bf8e88,Computer science
97678371-744e-4398-a36d-2a9daf3ec215,Meeting and event planning
54940af0-3211-4fc1-8977-617c8257501c,"Psychology, general"
5a3647db-f038-497f-82f2-220f1a8dc2dc,Accounting and business/Management
23596671-974a-45f1-bcdd-bd8b071ead79,"Marketing/Marketing management, general"
