student_id,major
e3eef87d-8db6-4279-9531-df1300518fec,"Arts, entertainment, and media management, other"
74d78460-1c9e-47a4-bd72-6b64227048e0,"Marketing, other"
0ad45530-a75c-4fbd-a08c-3ab86697260f,"Finance, general"
8f748223-aefc-4ff8-92dd-d2317de08d81,"Finance, general"
4c006a45-5328-4736-ba6d-6b6c2d3096e3,"Finance, general"
3f8d69ea-86ac-4bd5-a969-3434dbdb4999,"Economics, general"
73992491-fa6e-4dc5-bd6a-ef72cbc136cb,"Biology/Biological sciences, general"
8137443b-c9b1-4319-95ca-b4b386dd8869,
611962c5-46fa-46ad-ae03-d835564e1b8f,"Anthropology, general"
6a8d11c3-a5ba-412d-8ea1-7e07237b7397,International/Globalization studies
37e235c6-b96c-4f7b-9293-8b5dcb4977f7,"English language and literature, general"
a2b10b69-7a4a-42a5-bee6-5188a33a6b52,International/Globalization studies
81421016-7dc0-4d56-9d90-f45181e701d5,"Allied health and medical assisting services, other"
2fd74fd4-d143-423d-91a1-b3e64d7d16b5,"Economics, general"
768b5634-e0d8-4d6e-a13e-1d746847a740,"Political science and government, general"
23d02965-a7e9-4ba3-8454-e8ad1b416411,"International business, trade, and tax law"
3e5f397e-6cfe-433b-92ba-d518d1f47218,Neuroscience
5e45a2aa-08cb-4ade-a9fc-117951370bfd,Mechanical engineering
a511b2f0-a791-4e4b-83dd-3dc21ee95a93,"Business administration and management, general"
9072bbe1-8636-4f69-8dec-039de4d66074,Education/Teaching of individuals in elementary special education programs
193ec8ac-6701-4e2c-b0c2-f32072d35da7,Spanish language and literature
193ec8ac-6701-4e2c-b0c2-f32072d35da7,"Human resources management and services, other"
291fa944-3871-4620-bb77-9956d908f7df,"Finance, general"
9f4f6f12-975c-4844-9b17-551bb16dcc3a,"Business administration, management and operations, other"
d0bbc483-fec8-466b-92f3-327464fd9d74,Registered nursing/Registered nurse
c2fa2a0a-7bae-4a6c-a975-b4203c92e071,Spanish language and literature
9e54b4c0-eaf4-4a96-8782-5ca218ca2c4f,Spanish language and literature
c2fa2a0a-7bae-4a6c-a975-b4203c92e071,Applied psychology
9e54b4c0-eaf4-4a96-8782-5ca218ca2c4f,Applied psychology
b6b1f0bd-0310-432f-9297-0b5167e94478,"Biology/Biological sciences, general"
b6b1f0bd-0310-432f-9297-0b5167e94478,Spanish language and literature
b80a3395-5d72-411e-8342-02af2ad871dd,"English language and literature, general"
f36886a3-2eb0-471e-b3e5-aa3fbb6e4650,"Business administration, management and operations, other"
c2297ea0-571c-4509-a658-cfc12b3674d0,Legal studies
9a318157-d729-4620-902b-bb24303a81fc,"Business administration and management, general"
a263185f-e29b-4d1c-b5c5-e548c2e918eb,Computer science
d6bea799-f3f6-48d1-8c52-6892f303f237,"Fine/Studio arts, general"
e18467b4-d0f3-44a0-9987-29fca862e6b6,"Political science and government, general"
f97dd7f6-97da-42b5-ad38-64c90d04a55e,"Clinical, counseling and applied psychology, other"
1792f30b-5602-40c0-aca7-6931808eac6e,"Clinical, counseling and applied psychology, other"
70ccf7c9-16ce-4a88-9479-58a2477ccba1,Fashion/Apparel design
31341c6b-e2f9-4c5a-aa5a-38db387c9da3,Applied psychology
31341c6b-e2f9-4c5a-aa5a-38db387c9da3,Clinical/Medical social work
d7724209-00f0-4d27-85b7-43c2887b3d38,Fashion merchandising
1e08c303-cfa1-4379-9cc5-e88fd921f490,"Psychology, general"
8b565fc0-05c6-4ff3-a2bd-4be25b0bc235,Spanish and iberian studies
17039788-722b-4dc6-9b52-46dbc372be28,Forensic anthropology
31ef7828-d142-4250-8504-136b5885f3fc,"Finance, general"
3f1a404d-a10a-4aa1-874b-3492bc861c1d,"Entrepreneurial and small business operations, other"
17039788-722b-4dc6-9b52-46dbc372be28,"Anthropology, general"
3deb233c-ce7b-4daf-8a97-27baa4713992,"Medical residency/Fellowship programs, other"
d8137033-1a69-4f23-bb63-7cf84dc99b2d,Graphic design
b5adad28-9e2c-4b4a-8408-87e56b481409,"Biology/Biological sciences, general"
60861c11-b3f7-441a-ac28-4f5be10568d2,"Art/Art studies, general"
9b95320f-830a-4b42-bfe6-c49b30037b88,Digital marketing
d5d6fb99-02f2-40fd-95e7-c415f424ef14,Clinical psychology
d5d6fb99-02f2-40fd-95e7-c415f424ef14,Accounting and business/Management
8713fdab-5b11-4d59-9823-e6b4eea6739b,"Biology/Biological sciences, general"
cba6f331-5fb2-453a-bf71-907eb8080fca,
f064f2e5-f039-4694-a78d-11c94b2ec9d6,"Management information systems, general"
a72ea618-4641-4390-86e3-94659db85c1d,Mechanical engineering
30d5dc2e-f7d4-4437-b575-5766c63f6fdb,Environmental science
fca9bf06-8e3a-4c16-8c8e-354f493037ff,"Communication, journalism, and related programs, other"
78f994e2-394a-474b-b06c-a735d015f008,Fashion merchandising
68cb5a98-5555-4fe9-b727-8cb610924861,"Finance, general"
3df299f6-7fce-47ee-b2a6-629e91e8ea23,"Business administration and management, general"
d3c4e6e2-30d6-41ec-b2ba-236279529472,"History, general"
d56f4a32-e898-4dc0-9e5b-a5eebcb6b666,"Geology/Earth science, general"
8eab9694-8a3d-4b2f-af28-e6fc8bf5d326,"Fine/Studio arts, general"
61584a01-9549-4c5b-b9f5-6fe74d564daa,"Communication and media studies, other"
017e64d0-1bc4-4d8e-978c-42347dc474a8,"Computer and information sciences,  other"
fff6c7df-d2a6-43c5-8249-6d4a7b5e70a0,"Business, management, marketing, and related support services, other"
1cdd8282-aa53-49d1-8ce4-8148b185f56c,Baking and pastry arts/Baker/Pastry chef
6db6d705-4f31-4621-b2b4-6ab32163066e,Communication management and strategic communications
68544df9-5bdd-49f0-92a6-d857ebea994f,"Psychology, general"
87784e60-c0ff-4c2b-9411-189fb6dc4afb,"Finance, general"
7fa65d2f-225e-4985-90e6-378ddd7f7f64,"Business, management, marketing, and related support services, other"
21696b0c-8833-4cca-8489-c32449db9ed1,International business/Trade/Commerce
d675f5c7-e0a5-4298-8db8-356b56accc1e,Journalism
d675f5c7-e0a5-4298-8db8-356b56accc1e,International relations and affairs
1e6a097a-3aab-48e5-8fca-b4d78c02e5ee,"Fine arts and art studies, other"
3fa6cd3b-0ff5-45f9-aaae-0d7dbcca549d,"Clinical, counseling and applied psychology, other"
d59b4fb9-7035-4dad-b3bd-a0bbe30c13ae,"Communication, general"
b43e115c-d101-4224-870e-a3518a92ab62,Accounting and finance
16b4ea15-41e2-4da6-ab71-810a3a76e050,"Economics, general"
00242934-9f04-47ff-9ce5-bad4143b95a0,Computer science
42ff7df2-ed32-4d3d-ab18-51a759088715,Cinematography and film/Video production
1669bd38-5c96-48e0-905c-6a0d76a1d34a,Electrical and computer engineering
4355560b-e124-4186-8024-3f328e95aa49,"Business administration and management, general"
b19c6304-7ae8-4ec4-bee4-6896946abc56,"Design and applied arts, other"
5d89b1f6-02a2-4b76-96b4-3688ef082f60,Business/Managerial economics
427b8ab8-0aaf-4466-9e54-3aa46fb26184,
28ee1ced-b2e9-420c-9a08-5df884f0044d,"Biology/Biological sciences, general"
12ef1978-901c-4a13-a152-a2741de4faac,Environmental health
29f9390b-9006-43b4-9bb6-a7a2fe16b985,"Economics, general"
579407e8-1cf0-4131-b0a8-8fc6cf109ab0,"Finance, general"
4d527445-e092-4b41-bdaa-d6366af4ee06,Computer science
44905ede-b08d-4a2a-b8dc-63d9de3b7c8d,Fashion/Apparel design
8bd80341-9087-44c7-b996-f300f1025ef0,"Applied mathematics, other"
c1146518-e1fc-41ff-bb3f-11416d36c076,Bioengineering and biomedical engineering
02f192fd-af29-465c-a4fd-989828568de9,"Finance, general"
3ff11b4b-23be-42bd-a9f9-ce0fc5700fd5,"Marketing/Marketing management, general"
90340032-2378-441b-8ab6-a29a370d6294,"Marketing/Marketing management, general"
7974997c-12c5-4ccd-9bc5-0dc8d5a5af0d,"Marketing/Marketing management, general"
0a057e0f-1e72-44ef-8f03-b361d40541e3,International finance
ebf59c8e-909c-4021-a48c-8ce29f6033b9,International finance
37a1f17b-1d42-453b-bbe6-dc411ba52424,International economics
37a1f17b-1d42-453b-bbe6-dc411ba52424,Financial planning and services
cb1c69af-a505-487f-b7fb-9de6aee81fe7,Fashion/Apparel design
de67fc57-eeab-4064-904e-e549e9e777a2,"Clinical, counseling and applied psychology, other"
def3cf92-37ac-4086-add9-55f4ebe905ba,Bioengineering and biomedical engineering
d750f227-7450-4721-b2e6-608bc9ca13fe,"English language and literature, general"
497f1d11-08c2-41c0-a302-7a7256c83a37,"Finance, general"
